grafo_id,n,num_edges,mixer,p,num_params,ground_energy,initial_problem_energy,energy_final,absolute_error,relative_error,runtime_min,num_restarts,maxiter,method,best_init_name,optimizer_success,optimizer_nfev,optimizer_nit
3,6,11,jx,20,40,-22.0,-13.749999999999998,-21.378130243941385,0.621869756058615,0.02826680709357341,8.755548210938771,25,200,L-BFGS-B,warm,False,8856,200
4,6,11,jx,1,2,-20.0,-13.749999999999998,-16.935982227403915,3.0640177725960847,0.15320088862980424,0.0030194520950317383,25,200,L-BFGS-B,random_21,True,57,9
4,6,11,jx,2,4,-20.0,-13.749999999999998,-18.21480541481882,1.7851945851811806,0.08925972925905903,0.01740384896596273,25,200,L-BFGS-B,random_21,True,280,20
4,6,11,jx,3,6,-20.0,-13.749999999999998,-18.906375864165614,1.0936241358343857,0.05468120679171928,0.042374050617218016,25,200,L-BFGS-B,random_16,True,441,44
4,6,11,jx,4,8,-20.0,-13.749999999999998,-19.15975114714509,0.8402488528549092,0.042012442642745465,0.09034372170766194,25,200,L-BFGS-B,random_6,True,648,53
4,6,11,jx,5,10,-20.0,-13.749999999999998,-19.37540297911928,0.6245970208807208,0.031229851044036038,0.19736069440841675,25,200,L-BFGS-B,random_3,True,913,63
4,6,11,jx,6,12,-20.0,-13.749999999999998,-19.375402979120473,0.6245970208795271,0.031229851043976353,0.2882024923960368,25,200,L-BFGS-B,warm,True,39,1
4,6,11,jx,7,14,-20.0,-13.749999999999998,-19.375402979121553,0.624597020878447,0.03122985104392235,0.5562044382095337,25,200,L-BFGS-B,warm,True,45,1
4,6,11,jx,8,16,-20.0,-13.749999999999998,-19.387646465519225,0.6123535344807749,0.030617676724038746,0.7360308527946472,25,200,L-BFGS-B,random_19,True,3485,182
4,6,11,jx,9,18,-20.0,-13.749999999999998,-19.82081747571641,0.17918252428358983,0.008959126214179491,0.9973007162412008,25,200,L-BFGS-B,random_8,False,4674,200
4,6,11,jx,10,20,-20.0,-13.749999999999998,-19.839419982363683,0.1605800176363168,0.00802900088181584,1.403857982158661,25,200,L-BFGS-B,warm,False,4494,200
4,6,11,jx,11,22,-20.0,-13.749999999999998,-19.83945391625784,0.16054608374216173,0.008027304187108087,2.1331236481666567,25,200,L-BFGS-B,warm,False,4991,200
4,6,11,jx,12,24,-20.0,-13.749999999999998,-19.839474042604337,0.160525957395663,0.00802629786978315,2.4246886054674786,25,200,L-BFGS-B,warm,False,5350,200
4,6,11,jx,13,26,-20.0,-13.749999999999998,-19.839475535511664,0.16052446448833635,0.008026223224416817,3.2568792978922527,25,200,L-BFGS-B,warm,False,5832,200
4,6,11,jx,14,28,-20.0,-13.749999999999998,-19.839476188534533,0.1605238114654668,0.00802619057327334,3.7339167396227517,25,200,L-BFGS-B,warm,False,6119,200
4,6,11,jx,15,30,-20.0,-13.749999999999998,-19.83947662314661,0.1605233768533907,0.008026168842669535,4.219752132892609,25,200,L-BFGS-B,warm,False,6541,200
4,6,11,jx,16,32,-20.0,-13.749999999999998,-19.839476848492424,0.1605231515075758,0.008026157575378789,4.9027025898297625,25,200,L-BFGS-B,warm,False,7161,200
4,6,11,jx,17,34,-20.0,-13.749999999999998,-19.8394769396554,0.16052306034460173,0.008026153017230087,6.204032242298126,25,200,L-BFGS-B,warm,True,4550,121
4,6,11,jx,18,36,-20.0,-13.749999999999998,-19.83947701179371,0.16052298820628863,0.008026149410314432,7.574788324038187,25,200,L-BFGS-B,warm,True,5254,130
4,6,11,jx,19,38,-20.0,-13.749999999999998,-19.839477218316617,0.1605227816833832,0.00802613908416916,8.875526396433512,25,200,L-BFGS-B,warm,False,8892,200
4,6,11,jx,20,40,-20.0,-13.749999999999998,-19.839477266624282,0.16052273337571776,0.008026136668785887,9.421855521202087,25,200,L-BFGS-B,warm,True,5371,119
